course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview,skill_id,relevance_score
527,WSQ Facebook Marketing and Advertising Course,EQUINET ACADEMY PRIVATE LIMITED,Budget Tracking,495.0,24.0,Unspecified,,"â€¢ Develop a Facebook marketing strategy and align it to the business objectives and KPIs_x000D_ â€¢ Create a Facebook Page and interpret Facebook Page insights reports_x000D_ â€¢ Utilise Facebook marketing channels (Groups, Offers, Events, Marketplace) to market a businessâ€™s products and service",41,0
528,WSQ Facebook Marketing and Advertising Course (Synchronous E-Learning),EQUINET ACADEMY PRIVATE LIMITED,Budget Tracking,495.0,24.0,Unspecified,,"â€¢ Develop a Facebook marketing strategy and align it to the business objectives and KPIs_x000D_ â€¢ Create a Facebook Page and interpret Facebook Page insights reports_x000D_ â€¢ Utilise Facebook marketing channels (Groups, Offers, Events, Marketplace) to market a businessâ€™s products and service",41,0
529,WSQ Meta Marketing (Facebook and Instagram),EQUINET ACADEMY PRIVATE LIMITED,Budget Tracking,495.0,16.0,Intermediate,,"This Facebook and Instagram Marketing course is designed to equip learners with practical knowledge and skills in developing a Facebook marketing strategy and executing Facebook advertising campaigns._x000D_ By the end of this course, you will be able to:_x000D_ _x000D_ â€¢ Develop a Facebook market",41,0
530,WSQ Meta Marketing (Facebook and Instagram) (Synchronous E-learning),EQUINET ACADEMY PRIVATE LIMITED,Budget Tracking,495.0,16.0,Intermediate,,"This Facebook Marketing and Advertising course is designed to equip learners with practical knowledge and skills in developing a Facebook marketing strategy and executing Facebook advertising campaigns._x000D_ By the end of this course, you will be able to:_x000D_ _x000D_ â€¢ Develop a Facebook mark",41,0
531,WSQ Search Engine Marketing (SEM) and Display (PPC) Certification Course (Synchronous E-Learning),EQUINET ACADEMY PRIVATE LIMITED,Budget Tracking,495.0,24.0,Advanced,,"- Understand how the Google ad auction works, structure of Google Ads account, and future trends_x000D_ - Set up a Google Ads Search and Display advertising campaign from ground up_x000D_ - Understand advanced SEM bidding strategies (e.g. Target Search Impression Share, Enhanced CPC, Target CPA, Tar",41,0
534,"eCommerce: Drive Sales Conversions and Maximise Your Business Growth (Part 1) [Classroom Facilitated, Practical Training, Asynchronous E-Learning]",Singapore Institute Of Retail Studies (SIRS),Budget Tracking,1500.0,96.0,Intermediate,,"Ready to launch your e-commerce business or take it to the next level? This course equips you with the essential skills to start, manage, and grow your online store. From understanding how to use data for business insights to streamlining operations through digitalisation, you'll learn how to develo",41,0
535,"eCommerce: Drive Sales Conversions and Maximise Your Business Growth (Part 2) [Classroom Facilitated, Practical Training, Asynchronous E-Learning]",Singapore Institute Of Retail Studies (SIRS),Budget Tracking,1500.0,96.0,Intermediate,,"Ready to launch your e-commerce business or take it to the next level? This course equips you with the essential skills to start, manage, and grow your online store. From understanding how to use data for business insights to streamlining operations through digitalisation, you'll learn how to develo",41,0
552,Database Design principles (Bundled) (SF)(Synchronous & Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Business Requirements Gathering,450.0,80.5,Advanced,,"The Database Design principles module equips learners with the expertise required to excel in various facets of database management. Through the instructional units, learners acquire a holistic comprehension of data organization, database design concepts, entity-relationship modelling, normalization",21,0
557,FRONT-END DEVELOPMENT,GENERAL ASSEMBLY SPACE ACADEMY PTE. LTD.,Business Requirements Gathering,1581.0,102.0,Unspecified,,"At the end of the course, learners will be able to: _x000D_ _x000D_ - Create React user interface elements _x000D_ - Use React Router and Hooks to identify and route information flows._x000D_ - Design a React application graphical user interface based on guidelines and specifications_x000D_ - Create",21,0
558,Financial Statement Analysis,NATIONAL UNIVERSITY OF SINGAPORE,Business Requirements Gathering,855.0,21.0,Intermediate,,Unlock the power of financial insights with this course. Delve into the intricacies of financial statement analysis and discover its critical role in understanding industry dynamics. Engage in a comprehensive examination of financial reports to master the art of interpreting complex financial data.,21,0
559,Information Technology in Healthcare,NATIONAL UNIVERSITY OF SINGAPORE,Business Requirements Gathering,2293.8,45.0,Unspecified,,"Upon completion of the course, participants will:_x000D_ 1. Know how Information Technology is used in healthcare_x000D_ 2. Understand workflow and standards in healthcare Information Technology_x000D_ 3. Propose an Information Technology solution for a business need_x000D_ 4. Design and evaluate he",21,0
566,Prospecting Mastery for Sales Professionals,CLICKACADEMY ASIA PTE. LTD.,Business Requirements Gathering,500.0,16.0,Intermediate,,"This comprehensive course equips you with essential skills for effective customer prospecting. You'll begin by diving into market analysis, learning to use customer data to identify target segments and evaluate product performance. The course then guides you through comparing your offerings with com",21,0
567,Prospecting Mastery for Sales Professionals (Synchronous E-learning),CLICKACADEMY ASIA PTE. LTD.,Business Requirements Gathering,500.0,16.0,Intermediate,,"This comprehensive course equips you with essential skills for effective customer prospecting. You'll begin by diving into market analysis, learning to use customer data to identify target segments and evaluate product performance. The course then guides you through comparing your offerings with com",21,0
570,Software Engineering Project - Part of Modular Certificate in Software Design & Development (DFSD),Ngee Ann Polytechnic,Business Requirements Gathering,1698.0,60.0,Unspecified,,"This module provides learners with the opportunity to apply the knowledge and skills gained from the various modules in the course, particularly Front-End Development and Server-Side Development, to culminate in a project. The learners also will have the chance to explore topics in IT and applicatio",21,0
572,Sustainability and Resilience Project Module,NATIONAL UNIVERSITY OF SINGAPORE,Business Requirements Gathering,1575.0,35.0,Unspecified,,"The project module requires learners to apply the skills that they have gained from the other modules in the (SCTP) NUS Sustainability and Resilience Programme._x000D_ _x000D_ 1. Sustainability, Circular Economy & Sustainable Business_x000D_ 2. Corporate ESG Disclosure & Sustainability Reporting_x00",21,0
576,WSQ Capstone Project-Application implementation (SF) (Classroom and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Business Requirements Gathering,540.0,60.5,Advanced,,The Capstone Project - Application Implementation module marks the pinnacle of learners' progression in mastering the design and development of enterprise-level applications within the Advanced Certificate in Software Development program. This module entails an extensive project where learners lever,21,0
577,WSQ Capstone Project-Application implementation (SF) (Synchronous and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Business Requirements Gathering,540.0,60.5,Advanced,,The Capstone Project - Application Implementation module marks the pinnacle of learners' progression in mastering the design and development of enterprise-level applications within the Advanced Certificate in Software Development program. This module entails an extensive project where learners lever,21,0
578,WSQ Database Design and Implementation (SF) (Classroom and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Business Requirements Gathering,360.0,40.5,Advanced,,"The Database Design and Implementation module equips learners with the expertise required to excel in various facets of database management. Through the instructional units, learners acquire a holistic comprehension of data organization, database design concepts, entity-relationship modelling, norma",21,0
579,WSQ Database Design and Implementation (SF) (Synchronous and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Business Requirements Gathering,360.0,40.5,Advanced,,"The Database Design and Implementation module equips learners with the expertise required to excel in various facets of database management. Through the instructional units, learners acquire a holistic comprehension of data organization, database design concepts, entity-relationship modelling, norma",21,0
583,(SCTP) Advanced Certificate in Infocomm Technology Infrastructure and Operations,@ASK TRAINING PTE. LTD.,Cloud Basics,3000.0,236.0,Advanced,,"The Advanced Certificate in IT Infrastructure and Operations aims to equip the trainees with comprehensive knowledge and hands-on skills in managing and optimising IT infrastructure. It consists of seven structured and progressive modules, including a capstone project aiming to equip the trainees wi",19,0
592,(SCTP) Data Centre Professionals (Classroom and Asynchronous e-learning),Singapore Polytechnic,Cloud Basics,4740.0,129.0,Intermediate,,"The objective of the course is to prepare potential candidates in Data Centre Engineering Operations. Participants will learn essential and fundamentals skills in Computer Operating System, Computer Hardware and Troubleshooting and Server installation and management. The participants will be prepare",19,0
595,(SCTP) SOC (Security Operations Center) Analyst (Full Time) (TA-Eligible),SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Cloud Basics,7200.0,382.5,Advanced,,"By the end of the program, learners will have acquired these learning outcomes, enabling them to apply their skills and knowledge in various job roles such as security analyst, incident responder, network administrator, forensic investigator, and vulnerability assessment and penetration testing anal",19,0
596,(SCTP) SOC (Security Operations Center) Analyst - Part Time,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Cloud Basics,7200.0,382.5,Advanced,,"By the end of the program, learners will have acquired these learning outcomes, enabling them to apply their skills and knowledge in various job roles such as security analyst, incident responder, network administrator, forensic investigator, and vulnerability assessment and penetration testing anal",19,0
597,(eCornell) Key Securities Law Liabilities and Principal Underwriting Documents,GENASHTIM,Cloud Basics,700.0,12.0,Unspecified,,"In this course, you will consider some of the principal securities law liabilities to which certain actors in an offering may be exposed when disclosure is problematic. You will also explore how securities laws can impose liability, including when a person breaches a duty by doing insider trading as",19,0
598,(eCornell) The Psychology of Getting Things Done,GENASHTIM,Cloud Basics,700.0,12.0,Intermediate,,"In this course, learn how to apply an integrated, practical, and research-based framework for completing work that will help you improve the performance effectiveness of you and your team by 50-350%. Professor Filipowicz draws from over 1,000 studies in motivation and goal setting, as well as his gl",19,0
607,5G Security,Nanyang Polytechnic,Cloud Basics,70.5,7.0,Beginner,,"The course aims to introduce learners to the new 5G security framework from standard security body like 3GPP TS standard, GSMA and Cybersecurity best practices. Learner will understand the various components that formed the end-to-end mobile 5G network from mobile equipment, radio access, mobile edg",19,0
608,5G Security (Synchronous e-Learning),Nanyang Polytechnic,Cloud Basics,70.5,7.0,Beginner,,"The course aims to introduce learners to the new 5G security framework from standard security body like 3GPP TS standard, GSMA and Cybersecurity best practices. Learner will understand the various components that formed the end-to-end mobile 5G network from mobile equipment, radio access, mobile edg",19,0
632,Advanced Certificate in Green Technology Module 5: Implementing Eco-Friendly Information Technology Infrastructure Practices,SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,600.0,15.0,Advanced,,"Module 5 is designed to provide participants with a comprehensive understanding of the strategies and technologies necessary to develop and maintain environmentally sustainable information technology (IT) infrastructure. The module will cover topics such as energy-efficient data centers, virtualisat",19,0
633,Advanced Certificate in Green Technology Module 5: Implementing Eco-Friendly Information Technology Infrastructure Practices (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,600.0,15.0,Advanced,,"Module 5 is designed to provide participants with a comprehensive understanding of the strategies and technologies necessary to develop and maintain environmentally sustainable information technology (IT) infrastructure. The module will cover topics such as energy-efficient data centers, virtualisat",19,0
635,Android Programming and Applications Development (SF),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,885.0,40.0,Beginner,,â€¢	Understand the essentials of the Kotlin Programming Language and all Kotlin topics related to Android applications development._x000D_ â€¢	Design and build a complete Android application._x000D_ â€¢	Debug and maintain Android applications using different tools and plugins._x000D_ â€¢	Thoroughly,19,0
636,Architecting Software Solutions,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,4500.0,32.5,Unspecified,,"In todayâ€™s fast-paced world, organisations are constantly developing and deploying applications to meet business objectives. However, despite efforts to improve engineering practices and technologies, software intensive systems continue to present formidable risks and difficulties in design, const",19,0
643,Bachelor of Laws,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Cloud Basics,184320.0,1296.0,Unspecified,,https://www.suss.edu.sg/programmes/detail/bachelor-of-laws-lawllb#whom-is-this-for,19,0
644,"Bachelor of Laws (Hons.), 3-year Graduate LL.B.",NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,107890.0,5200.0,Unspecified,,"To inject multidisciplinary talent into the legal profession, as the demands of the profession become more sophisticated and technical in certain areas like patent law, environmental law and computer law. This Programme is open to University graduates with a first degree. Applicants must be prepared",19,0
645,"Bachelor of Laws (Hons.), 4-year LL.B.",NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,143853.0,3900.0,Intermediate,,"The Bachelor of Laws (Honours) undergraduate degree is a professional degree recognised for admission to practice in Singapore. Our graduates have also been admitted to practice in Malaysia, in several Commonwealth jurisdictions and some states in the U.S.",19,0
651,Business Law in Hospitality,Republic Polytechnic,Cloud Basics,1458.0,45.0,Unspecified,,"1.	Describe the principal features of the Singapore legal, political and judicial systems._x000D_ 2.	Analyse and apply the main principles of the law of Contract at the workplace._x000D_ 3.	Explain Tortious Liability and Other Liabilities of hotels and their employees._x000D_ 4.	Explain other releva",19,0
653,CPENT - EC-Council Certified Penetration Testing Professional (SF),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,1750.0,40.0,Intermediate,,"â€¢	Learn various fundamental concepts about penetration testing including its importance, types, process, phases, and methodologies._x000D_ â€¢	Learn how to initiate, engage, and proceed with a penetration testing assignment_x000D_ â€¢	Learn various skills and techniques to gather intelligence abou",19,0
654,Capstone Project: Audit or Design IT Infrastructure,@ASK TRAINING PTE. LTD.,Cloud Basics,600.0,21.0,Advanced,,"This capstone project course offers a comprehensive, hands-on experience in auditing or designing IT infrastructures for cybersecurity resilience. Trainees will embark on a critical journey to conduct a thorough vulnerability assessment and penetration testing for a designated small business or orga",19,0
659,Certified Ethical Hacker (CEH) (SFw),ST ENGINEERING E-SERVICES PTE. LTD.,Cloud Basics,1350.0,40.0,Intermediate,,"The CEH course covers the fundamentals of key issues in the information security world, including the basics of ethical hacking, information security controls, relevant laws, and standard procedures. _x000D_ This CEH training fortify the application knowledge of System Administrators, Network Admini",19,0
660,Certified Information Privacy Professional/ Asia (CIPP/A),SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,1080.0,24.0,Intermediate,,"At the end of the 3-day course, participants will be able to:_x000D_ â€¢ Understand the fundamentals of privacy principles_x000D_ â€¢ Know Singapore privacy laws and practices (focusing on PDPA)_x000D_ â€¢ Understand Hong Kong privacy laws and practices_x000D_ â€¢ Understand India privacy laws and p",19,0
661,Certified Information Privacy Professional/ Asia (CIPP/A) (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,1080.0,24.0,Intermediate,,"At the end of the 3-day course, participants will be able to:_x000D_ â€¢ Understand the fundamentals of privacy principles_x000D_ â€¢ Know Singapore privacy laws and practices (focusing on PDPA)_x000D_ â€¢ Understand Hong Kong privacy laws and practices_x000D_ â€¢ Understand India privacy laws and p",19,0
662,Certified Network Defender,ITEL LEARNING SYSTEMS (S) PTE LTD,Cloud Basics,885.0,40.0,Advanced,,EC-Councilâ€™s Certified Network Defender (CND) is an essential vendor-neutral network security certification for every IT and systems administrator who needs to operate with a secure mindset._x000D_ _x000D_ Learners will learn the critical skills required to defend their networks and operating envi,19,0
663,Chainsaw Operation and Maintenance (Level 2),Centre For Urban Greenery And Ecology,Cloud Basics,224.298,26.0,Unspecified,,"Upon completion of the course, learners will be able to:_x000D_ _x000D_ 1. Recognise hazards and risks associated with chainsaw operations _x000D_ 2. Select and use Personal Protective Equipment (PPE) appropriate for the work_x000D_ 3. Understand the different procedures and guidelines for common ty",19,0
666,Chemical Industry Workplace Safety,SINGAPORE POLYTECHNIC,Cloud Basics,135.0,7.0,Unspecified,,This course is designed to complement the one-day Apply Workplace Safety and Health in Process Plant (AWSHPP Course) that is mandatory for any worker who is carrying out work in a factory of the oil and petrochemical industry. The course is designed to provide participants with a deeper understandin,19,0
715,Commercial Conflict of Laws,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,5400.0,27.0,Beginner,,"At the end of the course, participants should be able to:  1. demonstrate a thorough understanding of the conceptual framework which shapes the court-based resolution of international commercial disputes; 2. show a strong appreciation of the principles based on which Singapore courts respond to some",19,0
716,CompTIA A+,ITEL LEARNING SYSTEMS (S) PTE LTD,Cloud Basics,885.0,40.0,Advanced,,"CompTIA is a non-profit trade association with the purpose of advancing the interests of information technology (IT) professionals and IT channel organisations._x000D_  _x000D_ This course is designed to help professionals to become help desk support technicians, desk support technicians, or field s",19,0
717,CompTIA Certified A+ Training,TERTIARY INFOTECH PTE. LTD.,Cloud Basics,1000.0,40.0,Intermediate,,"CompTIA Certified A+ Training prepares individuals with the essential skills to diagnose, troubleshoot, and maintain IT systems, making it ideal for aspiring IT professionals. The course covers core competencies such as configuring and supporting various operating systems, installing and troubleshoo",19,0
718,CompTIA Certified Server+ Training,TERTIARY INFOTECH PTE. LTD.,Cloud Basics,1000.0,40.0,Unspecified,,"CompTIA Certified Server+ Training provides comprehensive skills to manage, maintain, and troubleshoot server environments. Participants will explore server administration concepts, including the management of physical assets, network security, and operating system installation. The course covers vi",19,0
726,CompTIA Security+ (SF),ITEL LEARNING SYSTEMS (S) PTE LTD,Cloud Basics,1250.0,40.0,Unspecified,,"Upon the completion of the course, the learner would be able to:_x000D_ 1. Compare security roles and security controls._x000D_ 2. Differentiate the types and capabilities of threat actors and threat intelligence._x000D_ 3. Assess organizational security with network reconnaissance tools._x000D_ 4.",19,0
727,CompTIA Security+ (SF),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,750.0,40.0,Beginner,,â€¢	Compare security roles and security controls_x000D_ â€¢	Explain threat actors and threat intelligence_x000D_ â€¢	Perform security assessments and identify social engineering attacks and malware types_x000D_ â€¢	Summarize basic cryptographic concepts and implement public key infrastructure_x000D_,19,0
728,CompTIA Security+ (SF) (Synchronous e-learning),ITEL LEARNING SYSTEMS (S) PTE LTD,Cloud Basics,1250.0,40.0,Unspecified,,"Upon the completion of the course, the learner would be able to:_x000D_ 1.	Compare security roles and security controls._x000D_ 2.	Differentiate the types and capabilities of threat actors and threat intelligence._x000D_ 3.	Assess organizational security with network reconnaissance tools._x000D_ 4.",19,0
729,CompTIA Security+ (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,750.0,40.0,Beginner,,â€¢	Compare security roles and security controls_x000D_ â€¢	Explain threat actors and threat intelligence_x000D_ â€¢	Perform security assessments and identify social engineering attacks and malware types_x000D_ â€¢	Summarize basic cryptographic concepts and implement public key infrastructure_x000D_,19,0
733,Comptia Security+ (SF),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,1250.0,40.0,Beginner,,â€¢	Compare security roles and security controls_x000D_ â€¢	Explain threat actors and threat intelligence_x000D_ â€¢	Perform security assessments and identify social engineering attacks and malware types_x000D_ â€¢	Summarize basic cryptographic concepts and implement public key infrastructure_x000D_,19,0
735,Corporate Tax: Profits & Distributions,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,5400.0,27.0,Intermediate,,"At the end of the course, participants should be able to:  1. Demonstrate a practical knowledge of tax implications in commercial transactions; 2. Acquire an enhanced appreciation of the interaction of company and property law concepts with tax laws; 3. Apply tax rules to identify tax risks in major",19,0
736,Criminal Law for Auxiliary Police Officers (Classroom & Synchronous e-learning),Temasek Polytechnic,Cloud Basics,700.0,60.0,Intermediate,,"If you are a police officer or a private security professional, you play an essential role in maintaining law and order, and providing security and peace of mind to members of the public._x000D_ If you are in the police force or if you have an interest in criminal law in Singapore, this course will",19,0
738,Cyber Forensics Investigator (SF),ITEL LEARNING SYSTEMS (S) PTE LTD,Cloud Basics,885.0,40.0,Unspecified,,"Upon the completion of the course, the learner would be able to:_x000D_ 1. Understand current computer forensics, and legal principles in relation to forensic investigations._x000D_ 2. Understand Computer Hacking Investigation Process._x000D_ 3. Understand Hard Disks and Files Systems._x000D_ 4. Und",19,0
739,Cyber Forensics Investigator (SF) (Synchronous E-Learning),ITEL LEARNING SYSTEMS (S) PTE LTD,Cloud Basics,1475.0,40.0,Unspecified,,"Upon the completion of the course, the learner would be able to:_x000D_ 1.	Understand current computer forensics, and legal principles in relation to forensic investigations_x000D_ 2.	Understand Computer Hacking Investigation Process_x000D_ 3.	Understand Hard Disks and Files Systems_x000D_ 4.	Unders",19,0
740,Cyber Forensics Investigator (SF) (Synchronous e-learning),ITEL LEARNING SYSTEMS (S) PTE LTD,Cloud Basics,885.0,40.0,Unspecified,,"Upon the completion of the course, the learner would be able to:_x000D_ 1. Understand current computer forensics, and legal principles in relation to forensic investigations_x000D_ 2. Understand Computer Hacking Investigation Process_x000D_ 3. Understand Hard Disks and Files Systems_x000D_ 4. Unders",19,0
742,Cybersecurity Fundamentals,Institute of Technical Education,Cloud Basics,861.0,61.25,Beginner,,"On completion of the module, students should be able to apply the knowledge and essentials skills in all security domains in the cyber world - information security, systems security, network security, mobile security, physical security, ethics and laws, related technologies, defence and mitigation t",19,0
743,Cybersecurity Fundamentals (for Financial Sector) (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,720.0,24.0,Beginner,,"At the end of the 3-day course, participants will be able to:_x000D_ â€¢ Gain an understanding of the enterprise security landscape and the relevant emerging technologies impacting financial service sector_x000D_ â€¢ Learn about network and system security, and its key concepts/ terminologies, scope",19,0
744,Cywaria LAB 2,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Cloud Basics,57.3,3.15,Advanced,,"Upon completing this module's hands-on labs, learners will have honed their skills in a multifaceted array of critical IT domains, preparing them for diverse job roles in the cybersecurity landscape. With a focus on Windows scripting and attacks, participants will gain practical experience in crafti",19,0
746,DevOps Foundation Training,TERTIARY INFOTECH PTE. LTD.,Cloud Basics,600.0,16.0,Advanced,,"Our DevOps Foundation Training course is designed to equip you with the essential skills and knowledge needed to manage the lifecycle of problems using DevOps principles and technologies. The course covers the fundamentals of DevOps, including core principles like continuous integration, continuous",19,0
749,Development Operations(DevOps) Tools & Techniques (Synchronous e-learning),Ngee Ann Polytechnic,Cloud Basics,1008.0,56.0,Intermediate,,"Gain an in-depth exploration of Development Operations(DevOps) practices, focusing on Continuous Integration, Continuous Delivery, and Infrastructure as Code. Participants will gain practical knowledge in Kubernetes, learning to manage microservices and implement service discovery, centralized confi",19,0
752,Digital Fluency at the Workplace,SHATEC INSTITUTES PTE. LTD.,Cloud Basics,108.0,12.0,Intermediate,,"Upon completion of the course, the learner will be able to:_x000D_ LO1. Recognise basic digital terminologies to interpret instructions accurately_x000D_ LO2. Carry out actions in accordance with instructions using devices and cloud_x000D_ LO3. Perform searches to source for and collect information",19,0
753,Diploma in Enterprise Cloud Computing & Management,Republic Polytechnic,Cloud Basics,73902.0,2400.0,Unspecified,,,19,3
754,Divorce Counselling,Singapore University of Social Sciences,Cloud Basics,1461.0,18.0,Unspecified,,"Present the laws and legislations relating to divorce, and the context and challenges for divorcing couples as well as their children. Explain the causes of divorce, and identify the risk and protective factors related to divorce. Discuss the emotional impact of divorce on couples and children. Empl",19,0
755,EC Council Certified Incident Handler ECIH (SF),IT ENABLER CONSULTANCY PTE. LTD.,Cloud Basics,649.5,21.0,Beginner,,"1. Familiarise with basics of computer security incidents, signs and types, priority levels of computer security incidents. _x000D_ 2. Apply risk assessment with NISTâ€™s Risk Assessment Methodology, perform risk analysis and NIST Approach to incident and response handling procedures._x000D_ 3. Appl",19,0
756,EC-Council Certified Penetration Testing Professional (CPENT) (SF),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,1050.0,40.0,Intermediate,,"â€¢	Learn various fundamental concepts about penetration testing including its importance, types, process, phases, and methodologies._x000D_ â€¢	Learn how to initiate, engage, and proceed with a penetration testing assignment_x000D_ â€¢	Learn various skills and techniques to gather intelligence abou",19,0
757,EC-Council Certified Penetration Testing Professional (CPENT) (SF) (Synchronous e-Learning),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,1050.0,40.0,Intermediate,,"â€¢ Learn various fundamental concepts about penetration testing including its importance, types, process, phases, and methodologies._x000D_ â€¢ Learn how to initiate, engage, and proceed with a penetration testing assignment_x000D_ â€¢ Learn various skills and techniques to gather intelligence abou",19,0
758,Electrical & Control System,SINGAPORE POLYTECHNIC,Cloud Basics,1698.0,60.0,Beginner,,"Electrical and Control Systems provides the students with a comprehensive knowledge in electrical and control systems fundamentals needed in industrial applications. Topics covered include the concepts, theories, laws and their applications to diodes, transistors, machines or equipment in relation t",19,0
759,Electrical Principles,SINGAPORE INSTITUTE OF POWER AND GAS PTE. LTD.,Cloud Basics,525.0,37.0,Beginner,,"The module provides trainees with an understanding of basic electrical principles, AC circuits, and basic three phase AC circuits. Trainees will be introduced to the principles of electricity, Ohmâ€™s law and Kirchhoffâ€™s laws, power triangle and power factor, and concepts of a three phase power sy",19,0
760,Electrical Principles (Classroom & Synchronous),SINGAPORE INSTITUTE OF POWER AND GAS PTE. LTD.,Cloud Basics,525.0,37.0,Beginner,,"The module provides trainees with an understanding of basic electrical principles, AC circuits, and basic three phase AC circuits. Trainees will be introduced to the principles of electricity, Ohmâ€™s law and Kirchhoffâ€™s laws, power triangle and power factor, and concepts of a three phase power sy",19,0
761,Electronic Fundamentals in Security Technology (Electrical and Electronic Systems Maintenance),NTUC LEARNINGHUB PTE. LTD.,Cloud Basics,340.0,20.0,Beginner,,"Electronics is an integral part of the security industry. In the electronic security system, the devices such as access control, surveillance cameras and intrusion sensors have at least one printed circuit board to function. The printed circuit board consists of electronic components. These electron",19,0
762,Employment Laws & Guidelines (in MC in Human Resource Management in Diploma in Business Practice (Human Resource Management & Psychology)),Temasek Polytechnic,Cloud Basics,509.4,60.0,Unspecified,,The aim  is to equip participants with the knowledge and skills to support the continued growth of the HR industries in Singapore by applying Human Resource and Psychological principles and processes,19,0
763,Engineering Materials and Mechanics,Institute of Technical Education,Cloud Basics,628.975,120.0,Unspecified,,"On completion of the module, students should be able to classify engineering materials, conduct destructive and non-destructive testing and also able to apply the laws and principles of statics and dynamics to design engineering systems.",19,0
765,Ethics and Professionalism in Healthcare (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,285.0,7.5,Intermediate,,"At the end of this course, learners will have an_x000D_ â€¢ Overview of Health Informatics_x000D_ â€¢ Overview of the different types of Healthcare Data and Information_x000D_ â€¢ Understanding of Health Information Privacy and Security Laws_x000D_ â€¢ Understanding of Health Informatics Ethics and",19,0
767,Fashion Law,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,5400.0,27.0,Unspecified,,"At the end of the course, participants should be able to: (i) demonstrate awareness and understanding of intellectual property and advertising laws that are applicable to the fashion industry; (ii) be familiar with and apply those laws apply in different contexts; and (iii) develop an awareness and",19,0
768,Fundamentals in Developer Tools,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Cloud Basics,1350.0,156.0,Advanced,,"By the end of this course, participants can expect to: _x000D_ â€¢ Use advanced git skills as version control in a collaborative environment_x000D_ â€¢ Understand the basics of Linux OS and  the use of shell  (bash or zsh)_x000D_ â€¢ Understand the network environment for tool development and deploy",19,0
769,"Fusion 360: CAD, CAM & CAE for Managers",SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,Cloud Basics,351.0,18.0,Unspecified,,Autodesk Fusion 360 is a complex piece of software for modelling both onscreen assets (3D renders and animation) and offscreen physically manufactured elements. It provides parametric tools that allow a designer to edit components as specs change â€“ without starting over from scratch. Whatâ€™s more,19,0
770,"Fusion 360: CAD, CAM & CAE for Managers (Synchronous E-Learning)",SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,Cloud Basics,351.0,18.0,Unspecified,,Autodesk Fusion 360 is a complex piece of software for modelling both onscreen assets (3D renders and animation) and offscreen physically manufactured elements. It provides parametric tools that allow a designer to edit components as specs change â€“ without starting over from scratch. Whatâ€™s more,19,0
772,Generative AI Assisted Creativity: A New Approach to Concept Art,CHELSEA ACADEMIA PTE. LTD.,Cloud Basics,350.0,16.0,Intermediate,,Generative AI Assisted Creativity: A New Approach to Concept Art:_x000D_ The transformative impact of generative AI technologies on concept art within the media industry. It aims to equip professionals with the necessary skills to adeptly integrate AI tools into their creative processes. This includ,19,0
773,Global Data Privacy Law,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,5400.0,27.0,Beginner,,"By the end of the course, participants will be able to:  (i) understand foundational theories of data privacy and the various approaches to privacy and security taken by different legal systems globally; (ii) analyze and compare key data privacy laws in the U.S. and Europe, identifying similarities,",19,0
